,pretty_formula,bandgap,cell_length_a,cell_lentgh_b,cell_lentgh_c,cell_angle_alpha,cell_angle_beta,cell_angle_gamma
6251,BaCr2O4,2.2386,5.26924900,6.07331200,12.43963000,90.00018646,90.00034440,90.00016102
6252,As2S3(NF6)2,2.242,7.69953298,7.69953298,10.89052593,88.09652866,88.09652866,67.90746084
6253,As2Se2S(NF6)2,2.2391,7.79320832,7.79320832,10.94276890,87.08507897,87.08507897,68.74913788
6254,NaGdTiO4,2.2462,5.31102600,5.42328500,12.65408700,90.00000000,90.00000000,90.00000000
6255,SbP2O7,2.2392999999999996,16.33308300,8.22587000,8.31073107,89.82207439,90.00000000,90.00000000
6256,HfNCl,2.2365999999999997,10.08772825,10.08772825,10.08772810,20.45521405,20.45521405,20.45521041
6257,KAgCO3,2.2459000000000002,11.19519102,11.19519102,11.19519102,149.67648900,148.54306643,44.25663703
6258,K2LaP2S7,2.2563000000000004,6.93051800,9.27786300,21.35217667,71.13974000,90.00000000,90.00000000
6259,Li3ScN2,2.2440999999999995,8.71520508,8.71520508,8.71520508,109.47122063,109.47122063,109.47122063
6260,GeS2,2.2569,12.88488966,12.02529386,6.95789888,80.71504596,67.08135273,32.20360132
6261,C2Se3N2,2.231,4.85220700,10.24817100,14.01218900,90.00000000,90.00000000,90.00000000
6262,Na3SO4F,2.2521,5.76033500,5.76033500,5.76033500,90.00000000,90.00000000,90.00000000
6263,BaZnSO,2.2367,6.81844131,6.81844131,6.19643500,90.00000000,90.00000000,145.95893271
6264,PbO,2.2424000000000004,5.45170000,5.79079000,5.95512000,90.00000000,90.00000000,90.00000000
6265,Na4CO4,2.2476,4.75112085,4.75112085,4.75112135,89.14381166,89.14381166,89.14381698
6266,Ba3Ga2(Ge2O7)2,2.2604999999999995,8.70978742,8.70978742,5.09435500,90.00000000,90.00000000,119.99999560
6267,CsAs3O8,2.2578,7.39539849,7.39539849,7.77673326,76.83435034,76.83435034,107.83989987
6268,Na5Li3(TiS4)2,2.2479,10.09720047,10.09720047,12.17683231,52.95637746,52.95637746,57.47672668
6269,P3IrO9,2.2494000000000005,11.78159385,11.78159385,9.52493617,70.01381227,70.01381227,111.24425489
6270,SbP(Cl3O)2,2.2525,12.05493000,8.91593600,11.37702813,71.21254857,90.00000000,90.00000000
6271,KUI3O11,2.2593,7.39988900,11.68474500,26.00635300,90.00000000,90.00000000,90.00000000
6272,NaTbMnWO6,2.2626999999999997,5.67384900,5.48311000,8.00799356,89.96428312,90.00000000,90.00000000
6273,P4S(NF)6,2.2497,11.86889200,9.62541600,20.69857422,76.77492839,90.00000000,90.00000000
6274,Ni(XeF7)4,2.2405999999999997,12.73416005,12.73416005,18.03804633,58.97507813,58.97507813,25.98040525
6275,AlSeS2N2Cl5,2.2431,11.06822100,9.59414700,14.88642782,51.90727744,90.00000000,90.00000000
6276,NbPO5,2.2614,5.42506500,6.80100000,11.47263800,90.00000000,90.00000000,90.00000000
6277,RbNa3SnO4,2.2521,11.92880487,11.92880487,11.92880487,114.15612915,114.15612915,100.46011283
6278,KBi(PS3)2,2.2314000000000003,7.57116300,6.75892600,10.05756110,87.78096277,90.00000000,90.00000000
6279,SbI(OF4)2,2.2626999999999997,10.24871200,5.90337500,12.95598407,77.45283771,90.00000000,90.00000000
6280,KV2PO8,2.239,4.83794600,13.94843400,20.56934700,90.00000000,90.00000000,90.00000000
6281,K3CuP2S7,2.2349,6.76311500,13.41186000,15.36449894,81.41621572,90.00000000,90.00000000
6282,LiUAsO6,2.2661000000000002,5.23643600,10.29102395,11.21215439,65.09361733,76.78021746,76.47871547
6283,K3VH2(CO5)2,2.2603,7.94824200,7.27015500,17.78189307,81.23396586,90.00000000,90.00000000
6284,CsMo2P3O13,2.2520999999999995,8.63192500,7.84030000,9.16652122,79.21646000,90.00000000,90.00000000
6285,UTe6(OF5)6,2.2652,10.02324228,10.02324228,10.36681714,77.25794585,77.25794585,116.28622478
6286,AsSXe2(OF3)3,2.2322000000000006,9.04619600,11.46513300,16.37718137,46.90473623,90.00000000,90.00000000
6287,Rb3Mo12PO40,2.2622,12.03358100,12.03358100,12.03358100,90.00000000,90.00000000,90.00000000
6288,K3Mo12PO40,2.2502,11.92757700,11.92757700,11.92757700,90.00000000,90.00000000,90.00000000
6289,P3IrO9,2.2455999999999996,5.09576300,7.06131196,10.47460106,98.38350658,92.41553330,92.52943281
6290,K2Ge2PbS6,2.2521999999999998,8.70638933,8.70638933,9.15311291,89.95415168,89.95415168,114.12648426
6291,Na6U(Mo2O9)2,2.2397,7.18867700,9.75490678,13.59822349,74.21140706,86.72866295,82.99681088
6292,CsErS2,2.2595,8.38219379,8.38219379,8.38219389,28.08958681,28.08958681,28.08958581
6293,GdBO3,2.2436000000000003,5.28102988,5.28102988,6.51839500,90.00000000,90.00000000,119.99999850
6294,Ca3Nb2CoO9,2.2582999999999998,5.50045100,9.72595500,16.80534492,55.70530158,90.00000000,90.00000000
6295,Na4Co3P4O15,2.266,6.59514200,10.64139800,18.24516200,90.00000000,90.00000000,90.00000000
6296,ReAsC5SNO5F7,2.2392,6.82286900,11.36689100,17.54944300,90.00000000,90.00000000,90.00000000
6297,Hg4Se4O9,2.253,10.56629300,9.97520100,15.29665178,53.29634092,90.00000000,90.00000000
6298,Li6Br3N,2.2583,14.02711322,14.02711322,14.02711322,131.49091313,131.09615052,71.34760519
6299,P4C2Se3N2,2.2422999999999997,6.85375900,12.51167900,14.24437576,72.46563389,90.00000000,90.00000000
6300,In4Br7,2.2648,16.50297492,16.50297492,16.50297581,27.39884763,27.39884763,27.39884945
6301,Rb2CuBr3,2.2507,4.46107400,13.33082300,13.82245800,90.00000000,90.00000000,90.00000000
6302,Rb2TeBr6,2.2447,7.88400728,7.88400728,7.88400728,120.46146692,120.46146692,89.20255710
6303,Ca3(AlN2)2,2.2617000000000003,5.83042300,9.58721200,9.60088437,68.42016718,90.00000000,90.00000000
6304,Cs2KMn3F12,2.2412,7.75147351,7.75147351,12.96440797,73.74254500,73.74254500,59.97243775
6305,GeS2,2.2648,16.42733200,6.85610000,12.56647674,88.91581590,90.00000000,90.00000000
6306,Co5Te4(BrO6)2,2.2494000000000005,10.74064935,10.74064935,16.55806177,56.78258215,56.78258215,28.75380679
6307,K3Fe2(PO4)3,2.266,9.56759564,9.56759564,16.98186191,65.64571136,65.64571136,60.32502284
6308,TaNO,2.2545999999999995,6.87111764,6.87111764,6.76544949,73.08717204,73.08717204,32.89909846
6309,V2PbO6,2.2635,3.67847900,9.96348700,13.08921300,90.00000000,90.00000000,90.00000000
6310,HgC2(SN)2,2.2496,4.09004124,5.89051004,6.55884894,94.00162489,89.97503789,110.33495840
6311,Pb3(IO)2,2.2333000000000003,6.04274500,7.74109600,18.35385100,90.00000000,90.00000000,90.00000000
6312,Cs2NbAgS4,2.2334,14.53175184,12.94237338,7.85136103,84.92517483,62.51553050,32.55929467
6313,SrLi2Ta2O7,2.2312,9.68669643,9.68669643,9.68669643,156.27387876,156.27387876,33.80267472
6314,Te(HO)6,2.2333,5.45482300,5.52978642,5.72655170,116.17440881,116.41188188,91.15443061
6315,BaNd2Ti3O10,2.2478,7.67602100,7.78485400,14.54373845,82.44806188,90.00000000,90.00000000
6316,Ga2I3,2.2526,8.81433100,7.75510700,13.70591350,56.92721345,90.00000000,90.00000000
6317,Co7Te4(BrO2)6,2.2653,11.30387280,11.30387280,14.83883329,58.30575192,58.30575192,44.94700907
6318,KAuC2(SN)2,2.2449,7.34684361,7.34684361,18.07212666,71.44077419,71.44077419,49.09365033
6319,Cs3H5Pt,2.2364,8.39819800,8.39819800,6.20662500,90.00000000,90.00000000,90.00000000
6320,CrC5SO7,2.2432,6.68962300,12.64696200,22.12043700,90.00000000,90.00000000,90.00000000
6321,POs6C18ClO18,2.2333,9.22224000,10.42822914,17.53574368,91.50209840,90.87121922,114.69370706
6322,PSeCl9,2.244,12.28979722,12.28979722,12.28979722,120.23845063,119.89890425,89.88134033
6323,RbCa2Ta3O10,2.239,3.94141900,3.94141900,15.31271800,90.00000000,90.00000000,90.00000000
6324,TeS7Cl2,2.2624999999999997,9.20488600,9.89320000,14.32853000,90.00000000,90.00000000,90.00000000
6325,Al22CdO34,2.2583999999999995,11.30031100,9.77799600,11.81072324,74.19632279,90.00000000,90.00000000
6326,La2Zr2O7,2.2394999999999996,3.70019900,7.71053100,11.15363100,90.00000000,90.00000000,90.00000000
6327,Ba9(LaS6)2,2.2419000000000002,7.80178730,7.80178730,14.81648761,84.96640101,84.96640101,119.99894255
6328,CaZr4O9,2.2314000000000003,15.78166895,15.78166895,6.50253640,86.55588061,86.55588061,12.75878592
6329,Li2TiO3,2.2521999999999998,5.91624652,5.91624652,13.22882006,77.04219297,77.04219297,89.28238362
6330,Ba4Ta2TiZnO12,2.2351,10.10342246,10.10342246,10.10342246,132.09728127,132.09728127,70.07542503
6331,Sr18ThCl40,2.2611,4.97431973,4.97431972,94.93835306,60.14490021,60.14490032,59.99889787
6332,Rb2NaNb6(PO8)3,2.251,8.57708915,8.57708915,8.57702942,75.52917762,75.52917762,104.44916863
6333,K4(BSe)9,2.2415000000000003,10.01924400,16.25828547,22.65691341,107.27622733,97.07200187,106.00675010
6334,Tl7Bi3I16,2.2653999999999996,14.66633706,14.66633706,36.88744400,90.00000000,90.00000000,119.56255261
6335,Al6ZnP4(H4O7)4,2.2588999999999997,8.75520400,8.81535520,9.50450890,72.04437383,69.93843131,63.76268795
6336,Na2Nb18Tl7(PO8)9,2.2487,8.61654600,8.62459288,23.57137640,90.36707068,90.04474741,104.79625749
6337,TiNiO3,2.2497999999999996,5.05743800,5.49684722,12.59469475,93.21074530,90.15717959,117.15883200
6338,Cu4H24C13N7Cl,2.237,10.44171423,10.44171423,10.07604701,87.24786915,87.24786915,111.92907839
6339,RbNiW(OF)3,2.2607999999999997,7.34695503,7.34781445,7.39280251,118.58085644,61.42346234,88.41218304
6340,TiCdFe(PO4)3,2.2582999999999998,8.80207394,8.80207394,8.80207392,58.88666486,58.88666486,58.88667191
6341,SrTiFe(PO4)3,2.2526,9.08380195,9.08380195,9.08380225,56.48482721,56.48482721,56.48483330
6342,Na3VSi4(HO6)2,2.2355000000000005,7.60474200,8.78852759,9.22433509,117.53566225,96.09645559,88.45389058
6343,MnH9CNCl3O2,2.2377,9.07660100,7.80070400,11.67315545,88.10389224,90.00000000,90.00000000
6344,Li2TiCr(PO4)3,2.2411,8.76676800,8.63123100,14.70878636,54.45699609,90.00000000,90.00000000
6345,Cs4Zr3Mn(PO4)6,2.2571000000000003,10.50685900,10.50957900,10.51429814,89.99071981,90.00000000,90.00000000
6346,BiH3Ru3(CO)9,2.2640000000000002,8.32366900,9.37787473,12.68639846,87.94481996,108.11970541,111.22675955
6347,RbB6H8O7,2.2329,8.31615132,8.31615132,13.48488735,75.11290769,75.11290769,69.20188307
6348,SrMgUH24C3O23,2.267,14.82618000,6.55127700,11.36695964,80.18725017,90.00000000,90.00000000
6349,DyP2H9O10,2.2485999999999997,7.24962300,9.21841500,13.65394800,90.00000000,90.00000000,90.00000000
6350,UH14(NO2)4,2.2383,6.50360600,11.11710200,12.44044900,90.00000000,90.00000000,90.00000000
6351,H12PtN6(ClO3)2,2.2619,6.65283500,6.75392257,7.18187027,100.62831487,114.58042060,96.56579351
6352,KFe2H(SeO3)4,2.2587,5.37103000,10.21099200,10.78569346,83.22554963,90.00000000,90.00000000
6353,Na3Ca18Fe(PO4)14,2.2318,10.49254700,10.49675764,13.87098146,90.04425688,112.15516380,119.86456957
6354,MnH5SO7,2.2405,7.27400800,7.20641600,12.18496392,61.31821422,90.00000000,90.00000000
6355,CoHRu(CO)6,2.2315,11.61091000,9.35032800,16.72791560,88.46554377,90.00000000,90.00000000
6356,ZrH8(NF3)2,2.2485,8.11205500,13.16853600,14.66715800,90.00000000,90.00000000,90.00000000
6357,Mn4Si3AsHO13,2.2309,20.24475600,6.77434200,9.70953964,51.84714732,90.00000000,90.00000000
6358,NbO2F,2.2316,5.42385181,5.42385181,5.66847926,60.34872799,60.34872799,61.60409246
6359,LiVF3,2.2318,5.61968400,3.26982900,6.70365029,75.84122078,90.00000000,90.00000000
6360,Li2CrPO4F,2.2362,5.33807500,5.48737517,7.76063967,107.67205385,108.25292722,94.87198103
6361,LiMnF4,2.2352,5.07609400,5.32783209,6.33041328,114.50359523,107.19315787,89.85070134
6362,Li3Ni4O4F3,2.2481999999999998,14.75759992,14.75759992,14.75759992,168.50461484,168.50461484,16.28443171
6363,CeZr7O16,2.2668000000000004,7.43217040,7.43217040,6.46268434,72.02095273,72.02095273,59.17338316
6364,HoIO,2.2587,11.20944765,11.20944765,11.20944744,20.11312618,20.11312618,20.11312420
6365,LiNi4O4F,2.247,10.78981425,10.78981425,10.78981425,164.20672403,164.20672403,22.40693818
6366,LiNi2O2F,2.2546999999999997,2.95995800,2.95995800,12.57712400,90.00000000,90.00000000,90.00000000
6367,Li3BiS3,2.2354,12.42914600,4.01150500,12.17459146,76.03382919,90.00000000,90.00000000
6368,LiNi5O5F,2.2394,2.96783800,2.96783800,12.74738900,90.00000000,90.00000000,90.00000000
6369,LiNiOF,2.2432999999999996,2.95617000,2.95617000,16.66515500,90.00000000,90.00000000,90.00000000
6370,Ta3O7F,2.2625,6.30989176,6.30989176,3.88686300,90.00000000,90.00000000,117.93540126
6371,Li3CuS2,2.2333999999999996,7.97154300,7.10664000,8.78640074,54.60762772,90.00000000,90.00000000
6372,Tm2Zr2O7,2.2484,7.42873232,7.42873232,7.42873232,60.00000000,60.00000000,60.00000000
6373,Li3Mn5OF11,2.2348999999999997,5.41302955,5.75387773,9.55952143,86.09320071,74.45431593,118.42310773
6374,Na3VBAsO7,2.2386999999999997,5.39896173,9.16232543,6.76265800,90.00011544,89.99999230,88.32925748
6375,Na2SnO3,2.2601999999999998,5.59408772,5.59408772,11.18420200,90.00000000,90.00000000,119.99999673
6376,Cs3YO3,2.2607,7.63350338,7.63350338,7.68571444,84.24016010,84.24016010,116.53602303
6377,Li2VGa3O8,2.2375,5.19017200,5.44754694,6.70815626,89.85625008,89.64854404,89.96638536
6378,LiVP4(H2O7)2,2.2428,5.23100587,7.18827812,8.07656011,81.72008064,81.16245427,69.43918909
6379,LiAlFeO3,2.2472,5.50282416,5.95823459,7.88432159,90.85271041,97.62529586,91.53888493
6380,Gd3InO6,2.2323999999999997,7.30682390,7.30682390,5.67917100,90.00000000,90.00000000,103.00282200
6381,NaBi5O8,2.2506999999999997,7.52857400,7.77174986,10.10668275,71.53933781,73.72507380,81.30096402
6382,LiMn2F9,2.2554,5.37359300,5.47568242,13.78874308,91.56767520,90.44927937,118.92243838
6383,Li4MnF8,2.2418,6.06180100,5.12984200,5.20322993,68.13600534,90.00000000,90.00000000
6384,Li2TiCr2O6,2.2466,5.13491892,10.21358800,5.13529872,89.99885737,119.99740560,90.00069591
6385,LiTa3O8,2.2390999999999996,3.91094800,8.98583900,17.16204200,90.00000000,90.00000000,90.00000000
6386,CeZr6O14,2.2333999999999996,3.68250400,5.29756400,25.72219700,90.00000000,90.00000000,90.00000000
6387,LiV(PO3)4,2.2566,8.47870000,7.28663200,7.77437895,86.70530444,90.00000000,90.00000000
6388,Li2Co2C2O7,2.234,6.24694400,8.91478800,10.60852576,67.07172826,90.00000000,90.00000000
6389,Li2V(Si2O5)3,2.2455,7.77735287,7.97770186,9.93530129,97.75585529,96.99760436,87.70858254
6390,Li2CoP2O7,2.2473,6.80434974,13.06648019,7.02162232,89.97025279,90.15326575,89.98244663
6391,Hg3(SF)2,2.2368,7.27489918,7.27489918,7.27489918,109.47122063,109.47122063,109.47122063
6392,LiV(PO3)4,2.2439,8.63728628,8.63728628,9.21905977,64.40358450,64.40358450,56.07588985
6393,Mn2PH2CO7,2.2337,6.59415300,10.17523100,10.34499045,63.51192578,90.00000000,90.00000000
6394,Li3Fe(PO4)2,2.241,10.36715100,8.21786600,8.31371751,74.95900952,90.00000000,90.00000000
6395,LiV2F5,2.2369,5.52449204,5.52449204,10.40709500,90.00000000,90.00000000,135.43162124
6396,NdTa3O9,2.2516,5.58032800,8.82627681,8.88446855,101.50670944,108.26454604,108.40072671
6397,Li3V(PO4)2,2.2363,8.72930200,8.76497376,9.19945460,86.82648936,87.20348096,67.36176937
6398,CsMnH4(OF2)2,2.258,6.72360906,12.05099934,8.72478312,83.92371200,112.65010360,90.00648224
6399,Li3Fe(PO4)2,2.2363999999999997,8.74233100,8.75059846,9.20292301,87.82702347,87.34893253,66.62851832
6400,Li3Fe8O3F13,2.2533999999999996,6.31150868,6.31150868,10.45076976,72.02306054,72.02306054,59.37014013
6401,LiV2F5,2.2601999999999998,6.00407303,6.00407303,7.75183571,68.95724209,68.95724209,52.47792079
6402,LiV2F7,2.2506,7.14814100,7.82071400,10.18393446,89.14064370,90.00000000,90.00000000
6403,Sb8O11F2,2.2470999999999997,4.24416100,10.51513800,18.17020856,88.98562154,90.00000000,90.00000000
6404,VF4,2.2615,7.44152100,7.67582900,10.77958300,90.00000000,90.00000000,90.00000000
6405,Sr2Bi2O5,2.2483000000000004,6.25519500,7.57612100,7.75618494,75.28639448,90.00000000,90.00000000
6406,V3OF11,2.2477,5.25931900,5.46193498,14.75146385,100.27448565,90.02948401,90.25235911
6407,Li5MnCr3O8,2.2617999999999996,8.68204600,8.68204600,8.39528000,90.00000000,90.00000000,90.00000000
6408,Li4Mn3OF8,2.2441999999999998,5.19491700,10.50760521,10.58325879,82.09637809,89.57520672,88.94204927
6409,V6O5F19,2.2666,5.30199300,5.47974112,14.91029052,79.58779003,89.74223463,88.71265191
6410,Li6VO5F,2.2591,5.55706900,5.61737252,10.72856644,90.18076103,89.91564696,119.56911243
6411,Li4V3OF11,2.2346,5.59978691,6.42474462,6.20308057,103.16998844,97.56357365,101.03191242
6412,LiV(OF)2,2.26,4.91592800,7.47747900,7.53684767,76.20786968,90.00000000,90.00000000
6413,Li2Co4OF8,2.2384,5.26568916,5.26568916,14.15323333,89.24878049,89.24878049,58.77353476
6414,Li2VSiO5,2.2562999999999995,4.50846000,9.10819800,9.25644000,90.00000000,90.00000000,90.00000000
6415,Li4V2SiGeO10,2.2327,4.55869400,9.20167400,9.20622000,90.00000000,90.00000000,90.00000000
6416,LiLa2Ti2CrO9,2.2611,5.55451600,5.47594500,23.41397227,89.98113549,90.00000000,90.00000000
6417,Li3CoPCO7,2.2364999999999995,6.39067300,9.44849500,9.84752637,63.68658569,90.00000000,90.00000000
6418,Sb3PO7,2.2365,9.59397922,9.59397922,12.50392840,76.19367092,76.19367092,90.17888976
6419,K6Na2MnH24(WO6)6,2.2515,9.82044825,9.82044825,9.82044783,84.39755036,84.39755036,84.39755408
6420,Gd2AsO5,2.2487000000000004,8.49649300,8.49649300,5.84241600,90.00000000,90.00000000,90.00000000
6421,LiVSiO4,2.2653000000000003,4.78417200,6.22459303,10.31094505,89.98957819,90.00323035,89.99991819
6422,Ba4Li4Ti19O44,2.2457000000000003,5.86255000,10.03204456,14.24870259,89.92202218,89.91305525,89.96806825
6423,Li3SbS3,2.2652,8.29570200,8.29570200,8.29570200,90.00000000,90.00000000,90.00000000
6424,LiVB2O5,2.262,9.63027200,5.80959900,6.94083152,73.33935572,90.00000000,90.00000000
6425,Li2TiS2O,2.2506,12.62791600,5.55007700,6.46800030,65.74852966,90.00000000,90.00000000
6426,Li2VSO4F3,2.238,10.04175300,7.09079400,7.88716502,89.11210550,90.00000000,90.00000000
6427,Ni4P2O9,2.2331999999999996,6.36086100,7.65103434,8.05260082,98.13741455,112.31435877,101.74027052
6428,Li2AlVO4,2.2398999999999996,4.99265600,6.44350600,11.07945900,90.00000000,90.00000000,90.00000000
6429,NaCrCSO7,2.2668999999999997,6.43428200,5.29649800,9.06159994,87.65369238,90.00000000,90.00000000
6430,Li2CrPO4F,2.2453,6.64179400,10.51695800,11.05740900,90.00000000,90.00000000,90.00000000
6431,Na3CoPCO7,2.2462999999999997,8.53573030,8.53510604,10.21430925,72.59144999,107.40967381,75.83533607
6432,Li2VPCO7,2.2504,8.41449722,5.08778557,6.45079401,90.00370958,89.99633166,83.89224038
6433,Gd3NbO7,2.2513,7.56820900,7.58103200,10.76848700,90.00000000,90.00000000,90.00000000
6434,LiNbCoO4,2.2662000000000004,6.09508200,6.09508200,8.66136000,90.00000000,90.00000000,90.00000000
6435,Li3FeSiO5,2.2421999999999995,5.02564300,5.79972214,6.51497294,104.53543208,97.86718993,106.62286451
6436,Li2Cr(BO2)5,2.2386,15.61630400,7.13318900,7.14834971,89.81638644,90.00000000,90.00000000
6437,Li3V(BO3)2,2.2652,8.88594700,5.20277700,11.17189476,63.19441751,90.00000000,90.00000000
6438,Li2Ti7Nb6O30,2.2459000000000002,5.20402624,5.20402624,24.02098800,90.00000000,90.00000000,120.00000311
6439,Li4V3P4O15,2.2443,6.65454900,10.68133100,17.44770900,90.00000000,90.00000000,90.00000000
6440,LiV(Si3O7)2,2.246,12.77047110,12.77047110,12.77047110,146.41641412,107.36833395,82.43833868
6441,Li2NbCr3O8,2.2504,8.53033000,8.53033000,8.53033000,90.00000000,90.00000000,90.00000000
6442,Li3Fe2(PO4)3,2.2652,8.60310041,8.60310041,8.54441972,61.71496472,61.71496472,61.72075628
6443,Mn2Fe3Sb(PO4)6,2.248,8.70139292,8.70139292,8.70139341,59.81437639,59.81437639,59.81437627
6444,Li4TiMn2Ni3(PO4)6,2.258,8.50646900,8.58803530,8.59847189,61.75785907,62.09886416,61.98712640
6445,LiNbCoO4,2.2403000000000004,6.16923600,6.16989100,8.49593100,90.00026742,90.00067828,90.00232171
6446,Na4Ti11O24,2.2516,10.50339217,10.50339217,6.15520938,73.95641705,73.95641705,119.97407326
6447,Ag2H16O9,2.2358,12.66252400,6.65027400,11.92191015,75.86049997,90.00000000,90.00000000
6448,LiMnB3(HO3)3,2.2626,9.11765700,11.64231400,14.23762200,90.00000000,90.00000000,90.00000000
6449,La2HgO4,2.2668000000000004,7.36590686,7.36590686,10.47162329,60.87353627,60.87353627,31.07937261
6450,K2LiNb6(PO8)3,2.2356000000000003,8.53040000,10.49637232,13.45962166,90.04285931,90.01751274,113.37710813
6451,Gd3NbO7,2.2376,6.55239857,6.55239857,7.60520200,90.00000000,90.00000000,110.71413354
6452,Rb3PdF5,2.2476000000000003,7.61217900,7.61217900,6.54584900,90.00000000,90.00000000,90.00000000
6453,CsRb2PdF5,2.2437,7.74087000,7.74087000,6.54181100,90.00000000,90.00000000,90.00000000
6454,ThNF,2.2577999999999996,7.21574381,7.21574381,7.21574322,32.31845184,32.31845184,32.31845675
6455,LiVP3HO10,2.2504,4.98739700,8.69685800,11.82642409,53.83747255,90.00000000,90.00000000
6456,TeH14C3S3(N3F2)2,2.2379000000000002,20.94692300,6.23826100,11.53130583,84.21325502,90.00000000,90.00000000
6457,NaCaFe3(PO4)4,2.2436,8.81680286,9.53494948,29.60666731,90.00000000,90.00000000,90.00000000
6458,BaNd2PdO5,2.2670999999999997,6.81248700,6.81248700,5.98297600,90.00000000,90.00000000,90.00000000
6459,Li8PtO6,2.2493999999999996,5.96489664,5.96489664,5.96489608,54.77214982,54.77214982,54.77214981
6460,LiCoPO4,2.2356,7.52190300,8.49533000,16.88228373,60.10124674,90.00000000,90.00000000
6461,BiTeO4,2.2396000000000003,7.06812745,7.06812745,10.45194296,66.92772826,66.92772826,47.16644039
6462,Li2SnP2O7,2.2422,8.34480437,8.34480437,9.46399021,65.07433450,65.07433450,36.56661075
6463,Ca4SnS6,2.2461,7.67673417,7.67673417,13.50416230,70.45471271,70.45471271,58.65871955
6464,TiMnH12(OF)6,2.2542,6.60166283,6.60062360,6.60172327,97.57027160,97.56788778,97.56971108
6465,CsPrS2,2.2590000000000003,8.47206541,8.47206541,8.47206577,29.31564438,29.31564438,29.31564687
